"area" "region" "zone" "meters" "direction" "con" "floor" "year" "school" "subway" "tax" "num" "price" "meters_cg" "year_cg" "num_cg" "price_cg"
"朝阳" "金都杭城东区" "3室2厅" 144 "南北" "百子湾二手房" "中楼层" 2009 "有学区" "有地铁" "满五年唯一" 680 47223 "100~150" "05~10" "6~7" "4~5万"
"西城" "荣丰2008" "1室1厅" 30 "北" "广安门二手房" "高楼层" 2005 "有学区" "有地铁" "满五年唯一" 220 73017 "0~50" "05~10" "2~3" "7~8万"
"大兴" "观音寺南里" "3室1厅" 85 "南北" "观音寺二手房" "低楼层" 1996 "无学区" "无地铁" "满五年唯一" 165 19198 "50~100" "95~00" "1~2" "1~2万"
"海淀" "郦城二区" "3室3厅" 230 "南北" "四季青二手房" "低楼层" 2003 "无学区" "无地铁" "满五年唯一" 1500 65218 ">200" "00~05" ">10" "6~7万"
"昌平" "天通苑北二区" "3室2厅" 147 "南北" "天通苑二手房" "低楼层" 2004 "无学区" "无地铁" "满五年唯一" 320 21678 "100~150" "00~05" "3~4" "2~3万"
"海淀" "远大园" "2室1厅" 71 "南北" "世纪城二手房" "高楼层" 2000 "有学区" "无地铁" "满五年唯一" 420 59155 "50~100" "00~05" "4~5" "5~6万"
"昌平" "天通苑东一区" "3室2厅" 194 "南北" "天通苑二手房" "高楼层" 2001 "无学区" "无地铁" "满五年唯一" 278 14263 "150~200" "00~05" "2~3" "1~2万"
"丰台" "万年花城一期" "2室2厅" 90 "南北" "玉泉营二手房" "高楼层" 2000 "无学区" "有地铁" "满五年唯一" 390 43056 "50~100" "00~05" "3~4" "4~5万"
"昌平" "纳帕溪谷" "3室2厅" 259 "南北" "小汤山二手房" "低楼层" 2009 "无学区" "无地铁" "满五年唯一" 980 37720 ">200" "05~10" "9~10" "3~4万"
"朝阳" "中海安德鲁斯庄园" "5室3厅" 361 "南北" "百子湾二手房" "低楼层" 2005 "无学区" "无地铁" "满五年唯一" 1200 33229 ">200" "05~10" ">10" "3~4万"
"朝阳" "光熙家园二期" "3室2厅" 160 "南北" "西坝河二手房" "低楼层" 2007 "无学区" "有地铁" "满五年唯一" 930 58125 "150~200" "05~10" "9~10" "5~6万"
"海淀" "上地西里" "3室2厅" 173 "南北" "上地二手房" "高楼层" 2000 "有学区" "无地铁" "满五年唯一" 790 45665 "150~200" "00~05" "7~8" "4~5万"
"海淀" "财智公馆" "1室0厅" 48 "东" "四季青二手房" "中楼层" 2004 "有学区" "有地铁" "满五年唯一" 230 47287 "0~50" "00~05" "2~3" "4~5万"
"丰台" "优筑" "2室2厅" 107 "南" "玉泉营二手房" "低楼层" 2007 "无学区" "有地铁" "满五年唯一" 430 40187 "100~150" "05~10" "4~5" "4~5万"
"海淀" "王庄路27号院" "3室1厅" 62 "南北" "五道口二手房" "高楼层" 1982 "无学区" "有地铁" "满五年唯一" 320 51530 "50~100" "<1990" "3~4" "5~6万"
"东城" "幸福家园一期" "2室1厅" 115 "南北" "广渠门二手房" "中楼层" 2002 "有学区" "有地铁" "满五年唯一" 680 58860 "100~150" "00~05" "6~7" "5~6万"
"大兴" "福苑小区" "2室1厅" 89 "南北" "黄村北二手房" "低楼层" 2000 "无学区" "无地铁" "满五年唯一" 180 20225 "50~100" "00~05" "1~2" "2~3万"
"海淀" "西三环北路105号院" "2室1厅" 66 "南" "紫竹桥二手房" "低楼层" 1990 "有学区" "有地铁" "满五年唯一" 480 72728 "50~100" "90~95" "4~5" "7~8万"
"朝阳" "壹线国际" "1室1厅" 77 "南" "四惠二手房" "高楼层" 2009 "无学区" "无地铁" "非免税" 300 38521 "50~100" "05~10" "2~3" "3~4万"
"丰台" "紫芳园三区" "3室2厅" 153 "南北" "方庄二手房" "低楼层" 2007 "无学区" "有地铁" "非免税" 700 45663 "150~200" "05~10" "6~7" "4~5万"
"顺义" "万通天竺新新家园" "5室3厅" 427 "南北" "天竺二手房" "低楼层" 2000 "无学区" "无地铁" "非免税" 1100 25762 ">200" "00~05" ">10" "2~3万"
"朝阳" "中和家园" "3室2厅" 117 "南北" "南沙滩二手房" "高楼层" 2000 "无学区" "有地铁" "非免税" 550 46869 "100~150" "00~05" "5~6" "4~5万"
"西城" "荣丰2008" "1室0厅" 24 "南北" "广安门二手房" "低楼层" 2006 "有学区" "有地铁" "非免税" 127 51880 "0~50" "05~10" "1~2" "5~6万"
"燕郊" "美林湾" "2室1厅" 71 "南北" "燕郊城区二手房" "高楼层" 2009 "无学区" "无地铁" "非免税" 110 15389 "50~100" "05~10" "1~2" "1~2万"
"石景山" "老山西里" "3室1厅" 62 "南北" "老山二手房" "中楼层" 1982 "无学区" "有地铁" "非免税" 215 34489 "50~100" "<1990" "2~3" "3~4万"
"西城" "金宸国际公寓" "2室2厅" 133 "东南" "西单二手房" "中楼层" 2003 "有学区" "有地铁" "非免税" 1197 89946 "100~150" "00~05" ">10" "8~9万"
"朝阳" "阳光上东" "3室2厅" 181 "北" "酒仙桥二手房" "中楼层" 2006 "无学区" "无地铁" "非免税" 1100 60774 "150~200" "05~10" ">10" "6~7万"
"西城" "丽水莲花" "3室2厅" 138 "东南" "广安门二手房" "高楼层" 2006 "无学区" "有地铁" "非免税" 800 57671 "100~150" "05~10" "7~8" "5~6万"
"东城" "东方银座" "1室1厅" 83 "东" "东直门二手房" "中楼层" 2003 "无学区" "有地铁" "非免税" 410 49202 "50~100" "00~05" "4~5" "4~5万"
"海淀" "八宝庄" "1室1厅" 42 "南西" "定慧寺二手房" "低楼层" 1996 "有学区" "有地铁" "非免税" 210 50000 "0~50" "95~00" "2~3" "4~5万"
"朝阳" "丰和园" "3室2厅" 143 "南北" "西坝河二手房" "高楼层" 2010 "有学区" "无地铁" "非免税" 900 62938 "100~150" "10~15" "8~9" "6~7万"
"海淀" "永泰园" "1室1厅" 55 "南" "清河二手房" "低楼层" 2000 "有学区" "有地铁" "非免税" 250 45455 "50~100" "00~05" "2~3" "4~5万"
"朝阳" "皇姑坟小区" "3室1厅" 73 "东南" "安贞二手房" "中楼层" 1992 "无学区" "有地铁" "非免税" 350 47946 "50~100" "90~95" "3~4" "4~5万"
"海淀" "金隅美和园" "2室2厅" 83 "南北" "清河二手房" "低楼层" 2007 "无学区" "无地铁" "非免税" 320 38555 "50~100" "05~10" "3~4" "3~4万"
"海淀" "铁东小区" "1室1厅" 36 "西" "军博二手房" "中楼层" 1992 "无学区" "有地铁" "非免税" 188 51227 "0~50" "90~95" "1~2" "5~6万"
"海淀" "永定华庭" "1室1厅" 53 "西" "五棵松二手房" "高楼层" 2010 "无学区" "无地铁" "非免税" 320 59436 "50~100" "10~15" "3~4" "5~6万"
"西城" "北三环中路" "2室1厅" 56 "南" "马甸二手房" "高楼层" 1979 "无学区" "有地铁" "非免税" 440 78572 "50~100" "<1990" "4~5" "7~8万"
"朝阳" "西坝河东里" "2室1厅" 56 "东南" "西坝河二手房" "低楼层" 1990 "无学区" "有地铁" "非免税" 260 46173 "50~100" "90~95" "2~3" "4~5万"
"顺义" "馨港庄园二区" "1室1厅" 44 "西北" "李桥二手房" "低楼层" 2004 "无学区" "无地铁" "非免税" 85 18969 "0~50" "00~05" "0~1" "1~2万"
"海淀" "百旺家苑" "3室2厅" 165 "南北" "马连洼二手房" "中楼层" 2003 "无学区" "无地铁" "非免税" 780 47273 "150~200" "00~05" "7~8" "4~5万"
"西城" "丽水莲花" "3室2厅" 138 "东南" "广安门二手房" "中楼层" 2008 "无学区" "有地铁" "非免税" 820 59185 "100~150" "05~10" "8~9" "5~6万"
"大兴" "枣园尚城" "3室1厅" 109 "南北" "枣园二手房" "中楼层" 2009 "无学区" "无地铁" "非免税" 325 29817 "100~150" "05~10" "3~4" "2~3万"
"石景山" "西山枫林四期" "3室2厅" 106 "南北" "苹果园二手房" "高楼层" 2007 "无学区" "无地铁" "非免税" 270 25472 "100~150" "05~10" "2~3" "2~3万"
"海淀" "立方庭" "1室1厅" 34 "南" "苏州桥二手房" "高楼层" 2004 "有学区" "有地铁" "非免税" 280 82353 "0~50" "00~05" "2~3" "8~9万"
"海淀" "蜂鸟家园" "1室1厅" 47 "北" "万柳二手房" "中楼层" 2003 "有学区" "无地铁" "非免税" 430 90223 "0~50" "00~05" "4~5" "9~10万"
"朝阳" "康堡花园" "1室1厅" 85 "西" "三里屯二手房" "中楼层" 2002 "无学区" "无地铁" "非免税" 480 56010 "50~100" "00~05" "4~5" "5~6万"
"朝阳" "甜水园东里" "2室1厅" 53 "东西" "甜水园二手房" "低楼层" 1986 "无学区" "有地铁" "非免税" 225 42286 "50~100" "<1990" "2~3" "4~5万"
"东城" "富贵园四区" "1室1厅" 54 "东" "东花市二手房" "低楼层" 2003 "有学区" "有地铁" "非免税" 330 60707 "50~100" "00~05" "3~4" "6~7万"
"朝阳" "富力又一城A区" "2室1厅" 100 "东" "豆各庄二手房" "低楼层" 2008 "有学区" "无地铁" "满五年唯一" 290 29000 "50~100" "05~10" "2~3" "2~3万"
"昌平" "太平家园" "2室2厅" 116 "南北" "天通苑二手房" "高楼层" 1998 "无学区" "有地铁" "满五年唯一" 230 19828 "100~150" "95~00" "2~3" "1~2万"
"朝阳" "电建南院" "2室1厅" 69 "东西" "定福庄二手房" "中楼层" 2000 "无学区" "有地铁" "满五年唯一" 210 30378 "50~100" "00~05" "2~3" "3~4万"
"朝阳" "上东三角洲" "3室2厅" 152 "西北" "酒仙桥二手房" "中楼层" 2003 "无学区" "无地铁" "满五年唯一" 395 25861 "150~200" "00~05" "3~4" "2~3万"
"朝阳" "珠江绿洲" "2室1厅" 99 "南" "双桥二手房" "中楼层" 2005 "有学区" "有地铁" "满五年唯一" 310 31194 "50~100" "05~10" "3~4" "3~4万"
"海淀" "翠微路16号院" "2室1厅" 52 "南" "公主坟二手房" "中楼层" 1998 "有学区" "有地铁" "满五年唯一" 365 69790 "50~100" "95~00" "3~4" "6~7万"
"朝阳" "百环花园" "1室1厅" 68 "西南" "潘家园二手房" "高楼层" 1999 "无学区" "有地铁" "满五年唯一" 228 33068 "50~100" "95~00" "2~3" "3~4万"
"朝阳" "朝阳新城五区" "2室1厅" 88 "南北" "东坝二手房" "低楼层" 2008 "无学区" "无地铁" "满五年唯一" 259 29432 "50~100" "05~10" "2~3" "2~3万"
"朝阳" "大屯里小区" "3室1厅" 102 "西北" "亚运村二手房" "低楼层" 2003 "无学区" "有地铁" "满五年唯一" 370 36275 "100~150" "00~05" "3~4" "3~4万"
"朝阳" "西八间北里" "2室1厅" 60 "南北" "望京二手房" "高楼层" 1988 "无学区" "有地铁" "满五年唯一" 230 38334 "50~100" "<1990" "2~3" "3~4万"
"海淀" "花园路3号院" "3室1厅" 76 "南北" "牡丹园二手房" "低楼层" 1995 "无学区" "有地铁" "满五年唯一" 430 56579 "50~100" "95~00" "4~5" "5~6万"
"丰台" "太平桥东里" "2室1厅" 56 "南北" "太平桥二手房" "低楼层" 1990 "无学区" "有地铁" "满五年唯一" 220 39021 "50~100" "90~95" "2~3" "3~4万"
"东城" "东直门外大街" "2室0厅" 70 "南" "工体二手房" "中楼层" 1982 "有学区" "有地铁" "满五年唯一" 340 48572 "50~100" "<1990" "3~4" "4~5万"
"丰台" "玺萌鹏苑" "3室1厅" 138 "西南" "草桥二手房" "中楼层" 2003 "无学区" "有地铁" "满五年唯一" 495 35870 "100~150" "00~05" "4~5" "3~4万"
"海淀" "光大花园" "2室2厅" 112 "西北" "万柳二手房" "中楼层" 2000 "无学区" "无地铁" "满五年唯一" 800 71067 "100~150" "00~05" "7~8" "7~8万"
"顺义" "馨港庄园二区" "3室2厅" 141 "南北" "李桥二手房" "中楼层" 2004 "无学区" "无地铁" "满五年唯一" 225 15857 "100~150" "00~05" "2~3" "1~2万"
"大兴" "宏盛家园" "2室2厅" 81 "南北" "西红门二手房" "低楼层" 1998 "无学区" "有地铁" "非免税" 238 29354 "50~100" "95~00" "2~3" "2~3万"
"大兴" "宏大北园" "3室1厅" 145 "东西" "西红门二手房" "低楼层" 2006 "无学区" "无地铁" "满五年唯一" 300 20690 "100~150" "05~10" "2~3" "2~3万"
"丰台" "开阳里三区" "2室1厅" 80 "东" "北京南站二手房" "低楼层" 2002 "无学区" "有地铁" "满五年唯一" 306 38208 "50~100" "00~05" "3~4" "3~4万"
"海淀" "龙翔路小区" "2室1厅" 61 "南北" "牡丹园二手房" "中楼层" 1997 "有学区" "有地铁" "满五年唯一" 320 52118 "50~100" "95~00" "3~4" "5~6万"
"昌平" "东亚上北中心" "2室1厅" 84 "南" "回龙观二手房" "中楼层" 2007 "无学区" "无地铁" "满五年唯一" 235 27680 "50~100" "05~10" "2~3" "2~3万"
"西城" "荣丰2008" "1室1厅" 32 "南" "广安门二手房" "高楼层" 2006 "有学区" "有地铁" "满五年唯一" 218 67934 "0~50" "05~10" "2~3" "6~7万"
"丰台" "天伦锦城" "2室1厅" 91 "南北" "花乡二手房" "低楼层" 2006 "无学区" "无地铁" "满五年唯一" 270 29493 "50~100" "05~10" "2~3" "2~3万"
"朝阳" "日坛晶华" "3室2厅" 158 "东西" "朝阳门外二手房" "中楼层" 2003 "无学区" "有地铁" "满五年唯一" 800 50633 "150~200" "00~05" "7~8" "5~6万"
"通州" "瑞都公园世家北区" "3室2厅" 163 "南北" "临河里二手房" "中楼层" 2005 "无学区" "有地铁" "满五年唯一" 500 30565 "150~200" "05~10" "4~5" "3~4万"
"丰台" "草桥物业小区" "2室1厅" 74 "西" "草桥二手房" "中楼层" 2000 "无学区" "有地铁" "满五年唯一" 230 30836 "50~100" "00~05" "2~3" "3~4万"
"丰台" "丰益花园西区" "2室1厅" 89 "东南" "丽泽二手房" "高楼层" 2001 "无学区" "有地铁" "满五年唯一" 285 31948 "50~100" "00~05" "2~3" "3~4万"
"丰台" "珠江骏景中区" "3室2厅" 150 "东南" "西罗园二手房" "中楼层" 2002 "无学区" "有地铁" "满五年唯一" 450 29927 "100~150" "00~05" "4~5" "2~3万"
"石景山" "老山西里" "2室0厅" 62 "东南" "老山二手房" "中楼层" 1985 "无学区" "有地铁" "满五年唯一" 210 33350 "50~100" "<1990" "2~3" "3~4万"
"通州" "河畔丽景" "1室1厅" 63 "北" "武夷花园二手房" "中楼层" 2004 "无学区" "无地铁" "满五年唯一" 178 27843 "50~100" "00~05" "1~2" "2~3万"
"朝阳" "南湖中园二区" "3室2厅" 131 "南北" "望京二手房" "高楼层" 2000 "无学区" "有地铁" "满五年唯一" 380 29008 "100~150" "00~05" "3~4" "2~3万"
"亦庄" "境界" "3室2厅" 217 "南北" "亦庄二手房" "中楼层" 2004 "无学区" "无地铁" "满五年唯一" 600 27650 ">200" "00~05" "5~6" "2~3万"
"丰台" "顺驰蓝调" "3室2厅" 191 "南北" "菜户营二手房" "中楼层" 2007 "无学区" "有地铁" "非免税" 1080 56341 "150~200" "05~10" ">10" "5~6万"
"通州" "馨通家园" "3室1厅" 144 "南北" "新华大街二手房" "高楼层" 2002 "无学区" "无地铁" "满五年唯一" 265 18343 "100~150" "00~05" "2~3" "1~2万"
"昌平" "天通苑北三区" "3室2厅" 248 "南北" "天通苑二手房" "低楼层" 2005 "无学区" "无地铁" "满五年唯一" 335 13509 ">200" "05~10" "3~4" "1~2万"
"海淀" "中关村科技会展中心" "3室2厅" 245 "南北" "双榆树二手房" "中楼层" 1999 "无学区" "有地铁" "满五年唯一" 900 36735 ">200" "95~00" "8~9" "3~4万"
"朝阳" "慧谷时空" "2室2厅" 112 "东" "望京二手房" "低楼层" 2003 "无学区" "有地铁" "非免税" 400 35715 "100~150" "00~05" "3~4" "3~4万"
"海淀" "紫竹院南路14号院" "2室1厅" 53 "西" "紫竹桥二手房" "中楼层" 1998 "无学区" "有地铁" "非免税" 310 57429 "50~100" "95~00" "3~4" "5~6万"
"石景山" "金隅山墅" "4室2厅" 212 "南北" "玉泉路二手房" "低楼层" 2008 "无学区" "无地铁" "满五年唯一" 1380 65095 ">200" "05~10" ">10" "6~7万"
"大兴" "春泽院" "8室5厅" 1204 "南北" "科技园区二手房" "低楼层" 2001 "无学区" "无地铁" "满五年唯一" 3600 29901 ">200" "00~05" ">10" "2~3万"
"昌平" "龙回苑" "3室2厅" 119 "南北" "回龙观二手房" "中楼层" 2005 "无学区" "有地铁" "非免税" 325 27188 "100~150" "05~10" "3~4" "2~3万"
"海淀" "西三环北路105号院" "3室1厅" 107 "西北" "紫竹桥二手房" "高楼层" 1998 "有学区" "有地铁" "满五年唯一" 715 66823 "100~150" "95~00" "7~8" "6~7万"
"朝阳" "美景东方" "3室1厅" 173 "西北" "华威桥二手房" "中楼层" 2005 "无学区" "有地铁" "满五年唯一" 658 38035 "150~200" "05~10" "6~7" "3~4万"
"昌平" "天通苑东三区" "3室1厅" 153 "南北" "天通苑二手房" "低楼层" 2002 "无学区" "无地铁" "满五年唯一" 240 15687 "150~200" "00~05" "2~3" "1~2万"
"房山" "西潞园三里" "4室2厅" 101 "南西北" "良乡二手房" "中楼层" 1996 "无学区" "无地铁" "满五年唯一" 185 18317 "100~150" "95~00" "1~2" "1~2万"
"丰台" "晨欣园" "3室2厅" 129 "南北" "马家堡二手房" "高楼层" 1998 "无学区" "有地铁" "满五年唯一" 400 30996 "100~150" "95~00" "3~4" "3~4万"
"海淀" "博雅德园" "6室2厅" 226 "南北" "西二旗二手房" "高楼层" 2005 "无学区" "无地铁" "满五年唯一" 820 36284 ">200" "05~10" "8~9" "3~4万"
"朝阳" "观筑庭园" "4室2厅" 240 "南北" "十里河二手房" "低楼层" 2005 "无学区" "无地铁" "满五年唯一" 830 34584 ">200" "05~10" "8~9" "3~4万"
"大兴" "先锋公寓" "3室2厅" 167 "南北" "黄村中二手房" "高楼层" 2005 "无学区" "无地铁" "满五年唯一" 320 19162 "150~200" "05~10" "3~4" "1~2万"
"海淀" "师大北路21号院" "2室1厅" 82 "南北" "小西天二手房" "高楼层" 1999 "无学区" "无地铁" "非免税" 490 59560 "50~100" "95~00" "4~5" "5~6万"
"丰台" "南木樨园" "2室1厅" 90 "南北" "木樨园二手房" "低楼层" 2000 "无学区" "有地铁" "非免税" 266 29429 "50~100" "00~05" "2~3" "2~3万"
"丰台" "万年花城回迁" "3室1厅" 114 "西南" "玉泉营二手房" "中楼层" 2005 "无学区" "有地铁" "非免税" 340 29825 "100~150" "05~10" "3~4" "2~3万"
"朝阳" "苹果社区" "3室2厅" 170 "南北" "双井二手房" "高楼层" 2004 "无学区" "有地铁" "非免税" 820 47990 "150~200" "00~05" "8~9" "4~5万"
"大兴" "车站北里" "3室2厅" 115 "南北" "黄村火车站二手房" "中楼层" 2002 "无学区" "有地铁" "非免税" 285 24610 "100~150" "00~05" "2~3" "2~3万"
"朝阳" "京华豪园" "5室2厅" 446 "东南西" "朝阳门外二手房" "高楼层" 2000 "无学区" "有地铁" "满五年唯一" 2000 44774 ">200" "00~05" ">10" "4~5万"
"朝阳" "后现代城" "2室1厅" 167 "西南" "大望路二手房" "低楼层" 2003 "无学区" "有地铁" "满五年唯一" 670 40120 "150~200" "00~05" "6~7" "4~5万"
"昌平" "名流花园" "4室1厅" 166 "南北" "北七家二手房" "高楼层" 2000 "无学区" "无地铁" "满五年唯一" 300 18003 "150~200" "00~05" "2~3" "1~2万"
"丰台" "三星庄园" "3室2厅" 230 "南北" "马家堡二手房" "低楼层" 2006 "无学区" "无地铁" "满五年唯一" 715 30988 ">200" "05~10" "7~8" "3~4万"
"顺义" "水木兰亭" "4室2厅" 196 "南北" "中央别墅区二手房" "中楼层" 2005 "无学区" "有地铁" "满五年唯一" 530 26994 "150~200" "05~10" "5~6" "2~3万"
"朝阳" "华威北里" "1室1厅" 41 "南" "潘家园二手房" "中楼层" 1989 "无学区" "有地铁" "非免税" 156 37700 "0~50" "<1990" "1~2" "3~4万"
"朝阳" "天天朝阳" "2室2厅" 126 "南北" "甘露园二手房" "中楼层" 2005 "无学区" "无地铁" "满五年唯一" 405 31893 "100~150" "05~10" "4~5" "3~4万"
"朝阳" "周庄嘉园东里" "2室1厅" 82 "南北" "十里河二手房" "高楼层" 2002 "无学区" "有地铁" "满五年唯一" 295 35741 "50~100" "00~05" "2~3" "3~4万"
"通州" "杨庄小区" "2室1厅" 66 "南北" "通州北苑二手房" "中楼层" 1995 "无学区" "有地铁" "满五年唯一" 165 25000 "50~100" "95~00" "1~2" "2~3万"
"东城" "东直门内北小街" "2室1厅" 79 "南西" "东直门二手房" "中楼层" 2003 "有学区" "有地铁" "满五年唯一" 500 62783 "50~100" "00~05" "4~5" "6~7万"
"海淀" "雪梨澳乡D区" "4室1厅" 295 "南北" "清河二手房" "低楼层" 2008 "无学区" "无地铁" "非免税" 1300 44068 ">200" "05~10" ">10" "4~5万"
"西城" "天桥北里" "2室1厅" 83 "东" "陶然亭二手房" "高楼层" 2002 "无学区" "有地铁" "满五年唯一" 385 45976 "50~100" "00~05" "3~4" "4~5万"
"丰台" "石榴园南里小区" "1室1厅" 45 "西" "刘家窑二手房" "中楼层" 2000 "无学区" "有地铁" "非免税" 130 28268 "0~50" "00~05" "1~2" "2~3万"
"大兴" "宇丰苑" "2室1厅" 97 "南北" "观音寺二手房" "高楼层" 2003 "无学区" "无地铁" "满五年唯一" 170 17526 "50~100" "00~05" "1~2" "1~2万"
